periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-OA01. New attendance,105-OA02. Re-attendance,108-CI02. No. of admissions,105-MA04a. Deliveries in unit - Total,105-PN01a. Post Natal Attendances - Mother,105-AN05. Total ANC contacts/visits (New clients + Re-attendances),105-CL01. BCG,105-CL02. Protection At Birth for TT(PAB),105-CL07. IPV,105-CL11. PCV 1,105-CL12. PCV 2,105-CL13. PCV 3,105-CL14. Rotavirus 1 Vaccine,105-CL15. Rotavirus 2 Vaccine,105-CL16. Measles (MR1),105-CL17. Measles 2 (MR2),105-FP01. Oral. Lo-Femenal,105-FP02. Oral. Microgynon,105-FP03. Oral. Ovrette or another POP,105-FP04. Oral. Levonogesteral,105-FP05. Oral. Others,105-FP06. Injectable DMPA(IM)3 months,105-FP07. Injectable DMPA(SC) 3 months,105-FP08. Injection 2 months,105-FP09. Injection 1 month,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",105-FP11. 4 year implant (e.g. Sino plant),105-FP12. 5 year implant (e.g. Jadella),105-FP13. IUD-Copper-T,105-FP14. IUD-Hormonal,105-FP15. FAM-SDM method,105-FP16. FAM-LAM,105-FP17. FAM-Two Days Method,105-FP18. Emergency Contraceptive Pills users,105-FP19. Female Condoms,105-FP20. Male Condoms,105-HT06. Individuals Received HIV test results,105-MF01. Female sterilization (tubal ligation),105-MF02. Male sterilization (vasectomy),105-PN01b. Post Natal Attendances,105-CH01. Vit A supplement (1st Dose),105-CH02. Vit A supplement (2nd Dose)
202302,February 2023,202302,,MOH - Uganda,North Central,Mityana District,Maanyi Subcounty,Kambaala Health Centre III,a3KGKqpABTy,Kambaala Health Centre III,,,184.0,7.0,5.0,2.0,16.0,40.0,7.0,,23.0,14.0,20.0,20.0,14.0,20.0,12.0,,,,,,,,,,,,,,,,,,,,,,39.0,,,16.0,9.0,2.0
202302,February 2023,202302,,MOH - Uganda,North Central,Kayunga District,Kangulumira Town Council,Kangulumira Mission Health Centre II,VOCTQo2VfWF,Kangulumira Mission Health Centre II,,,325.0,52.0,,10.0,75.0,37.0,25.0,25.0,61.0,31.0,41.0,30.0,31.0,41.0,29.0,6.0,,,,,,,,,,,,,,,,,,,,,142.0,,,75.0,,137.0
202302,February 2023,202302,,MOH - Uganda,North Central,Nakaseke District,Kapeeka Subcounty,Kapeeka Health Centre III,jloriHnudvr,Kapeeka Health Centre III,,,570.0,,69.0,40.0,32.0,349.0,17.0,,28.0,23.0,22.0,18.0,35.0,23.0,41.0,,,,,,,,,,,1.0,,29.0,9.0,,,,,,,,430.0,,,32.0,41.0,
202302,February 2023,202302,,MOH - Uganda,North Central,Mukono District,Kasawo Subcounty,Kasawo Mission Health Centre III,lVDEXK2iWmp,Kasawo Mission Health Centre III,,,374.0,365.0,43.0,12.0,59.0,53.0,34.0,,47.0,49.0,40.0,47.0,48.0,34.0,45.0,,,,,,,,,,,,,,,,,,,,,,23.0,,,59.0,135.0,
202302,February 2023,202302,,MOH - Uganda,North Central,Luwero District,Wobulenzi Town Council,Katikamu Kisuule (The Good Samaritan) Health Centre II,a4QdFgngSuD,Katikamu Kisuule (The Good Samaritan) Health Centre II,,,136.0,5.0,18.0,6.0,14.0,26.0,5.0,,9.0,3.0,3.0,3.0,7.0,3.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,14.0,37.0,31.0
202302,February 2023,202302,,MOH - Uganda,South Central,Sembabule District,Mateete Subcounty,Katimba Health Centre III,sTlap0cwcNo,Katimba Health Centre III,,,1393.0,,47.0,10.0,27.0,37.0,37.0,37.0,38.0,27.0,21.0,21.0,27.0,21.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,60.0,,,27.0,160.0,
202302,February 2023,202302,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Kayayumbe Health Centre II,VC8mMNDQFJ8,Kayayumbe Health Centre II,,,490.0,6.0,92.0,5.0,18.0,35.0,21.0,20.0,16.0,19.0,16.0,16.0,19.0,16.0,12.0,,,,,,,,,,,,,,,,,6.0,,,,,18.0,,,18.0,16.0,
202302,February 2023,202302,,MOH - Uganda,Tooro,Kasese District,Kinyamaseke Town Council,Kinyamaseke Health Centre III,YGIoDeKaKA5,Kinyamaseke Health Centre III,,,287.0,10.0,152.0,35.0,,425.0,,,77.0,14.0,14.0,11.0,,1.0,39.0,,,19.0,,,,83.0,135.0,,,23.0,,224.0,,,,,,,,36.0,197.0,,,,35.0,
202302,February 2023,202302,,MOH - Uganda,North Central,Kassanda District,Bukuya Subcounty,Kitokolo Health Centre II,LoLoHmDsEna,Kitokolo Health Centre II,,,174.0,,,6.0,11.0,30.0,21.0,,70.0,27.0,36.0,29.0,28.0,34.0,29.0,,,,,,,10.0,3.0,,,1.0,,,,,,6.0,,,,,,,,11.0,284.0,
202302,February 2023,202302,,MOH - Uganda,South Central,Wakiso District,Masulita Town Council,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,BzFOI8BjIMz,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,,,267.0,43.0,60.0,7.0,3.0,36.0,8.0,,4.0,14.0,8.0,4.0,14.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,45.0,,,10.0,12.0,1.0
202302,February 2023,202302,,MOH - Uganda,South Central,Mpigi District,Mpigi Town Council,Kkonge St. Luke Health Centre III,yC5rgTEjfVO,Kkonge St. Luke Health Centre III,,,108.0,,22.0,12.0,30.0,13.0,3.0,3.0,7.0,4.0,3.0,3.0,4.0,3.0,16.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,30.0,7.0,6.0
202302,February 2023,202302,,MOH - Uganda,Tooro,Kamwenge District,Kahunge Town Council,Kyabenda Health Centre III,qMBXDpWSarC,Kyabenda Health Centre III,,,225.0,0.0,133.0,51.0,109.0,83.0,20.0,20.0,59.0,26.0,33.0,21.0,26.0,33.0,30.0,,,11.0,,,,57.0,59.0,,,21.0,,8.0,2.0,,,,,,,,86.0,,,109.0,60.0,25.0
202302,February 2023,202302,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kyakatara Health Centre III,wmzTMo2sIKx,Kyakatara Health Centre III,,,211.0,,79.0,32.0,134.0,103.0,46.0,33.0,33.0,17.0,24.0,16.0,17.0,24.0,14.0,,,,,,,,,,,,,,,,,,,,,,103.0,,,134.0,13.0,18.0
202302,February 2023,202302,,MOH - Uganda,South Central,Lwengo District,Kisekka Subcounty,Kyamaganda Health Centre III,K1Qvy9fVY22,Kyamaganda Health Centre III,,,171.0,,54.0,13.0,58.0,31.0,11.0,19.0,15.0,5.0,12.0,11.0,5.0,12.0,21.0,2.0,,,,,,,,,,,,,,,,,,,,,47.0,,,54.0,11.0,24.0
202302,February 2023,202302,,MOH - Uganda,North Central,Kassanda District,Nalutuntu Subcounty,Kyanamugera Health Centre II,oUhXrWJEwRI,Kyanamugera Health Centre II,,,437.0,275.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202302,February 2023,202302,,MOH - Uganda,Busoga,Mayuge District,Bukatube Subcounty,Kyando Health Centre II,FPENxnEHmc7,Kyando Health Centre II,,,169.0,11.0,,15.0,15.0,60.0,18.0,11.0,20.0,19.0,20.0,21.0,16.0,20.0,23.0,,,,,,,11.0,44.0,,,,,,,,,,,,,,,,,15.0,16.0,
202302,February 2023,202302,,MOH - Uganda,South Central,Kyotera District,Kalisizo Subcounty,Kyango Health Centre III,KHwThSaTX0L,Kyango Health Centre III,,,716.0,30.0,137.0,13.0,36.0,34.0,10.0,,27.0,13.0,15.0,14.0,13.0,15.0,11.0,,,,,,,,,,,,,,,,,,,,,,31.0,,,36.0,14.0,
202302,February 2023,202302,,MOH - Uganda,North Central,Mityana District,Central Division,Lulagala Health Centre III,f5lLaEQlPzM,Lulagala Health Centre III,,,281.0,0.0,29.0,11.0,24.0,40.0,3.0,3.0,19.0,13.0,13.0,6.0,13.0,13.0,8.0,0.0,0.0,18.0,0.0,22.0,,8.0,2.0,,,30.0,,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,24.0,0.0,0.0
202302,February 2023,202302,,MOH - Uganda,Teso,Kalaki District,Otuboi Subcounty,Lwala Hospital,UdkpzjDtHXu,Lwala Hospital,,,522.0,254.0,289.0,48.0,115.0,182.0,67.0,67.0,81.0,39.0,33.0,42.0,39.0,33.0,36.0,,,,,,,,,,,,,,,,,47.0,,,,,268.0,1.0,,115.0,36.0,7.0
202302,February 2023,202302,,MOH - Uganda,South Central,Rakai District,Lwamaggwa Subcounty,Lwamaggwa Ngo Health Centre II,ml9Ztrc35ZD,Lwamaggwa Ngo Health Centre II,,,634.0,66.0,167.0,11.0,23.0,64.0,4.0,1.0,7.0,5.0,7.0,5.0,5.0,7.0,5.0,,,,,,,,,,,,,,,,,11.0,,,,,82.0,,,23.0,7.0,
202302,February 2023,202302,,MOH - Uganda,South Central,Sembabule District,Lwebitakuli Subcounty,Lwebitakuli Ngo Health Centre III,GGccoyznKwM,Lwebitakuli Ngo Health Centre III,,,1088.0,,222.0,8.0,,42.0,73.0,,54.0,44.0,48.0,19.0,44.0,48.0,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,36.0,
202302,February 2023,202302,,MOH - Uganda,Bugisu,Namisindwa District,Magale Town Council,Magale (UCMB) Health Centre IV,adoijg0nE4u,Magale (UCMB) Health Centre IV,,,477.0,20.0,139.0,37.0,296.0,405.0,94.0,43.0,120.0,140.0,129.0,120.0,140.0,129.0,196.0,,,,,,,,,,,,,,,,,,,,,,564.0,2.0,,246.0,,610.0
202302,February 2023,202302,,MOH - Uganda,South Central,Lwengo District,Ndagwe Subcounty,Makondo Health Centre III,c4QCM3YpqqE,Makondo Health Centre III,,,536.0,11.0,,5.0,5.0,76.0,36.0,,33.0,40.0,35.0,37.0,40.0,35.0,37.0,,,,,,,,,,,,,,,,,,,,,,78.0,,,5.0,48.0,
202302,February 2023,202302,,MOH - Uganda,North Central,Buikwe District,Kiyindi Town Council,Makonge Health Centre III,BIiLhy7eYLl,Makonge Health Centre III,,,509.0,192.0,67.0,20.0,85.0,196.0,100.0,45.0,133.0,61.0,80.0,60.0,79.0,71.0,67.0,12.0,,3.0,,,,,176.0,,,30.0,,9.0,5.0,,,,,,4.0,10.0,110.0,,,85.0,77.0,
202302,February 2023,202302,,MOH - Uganda,South Central,Lwengo District,Lwengo Subcounty,Mbirizi St. Francis Health Centre III,n3uHerzsnE1,Mbirizi St. Francis Health Centre III,,,870.0,10.0,229.0,36.0,87.0,145.0,83.0,83.0,200.0,104.0,94.0,96.0,104.0,94.0,63.0,22.0,,,,,,,,,,,,,,,,,,,,,273.0,,,87.0,90.0,
202302,February 2023,202302,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Mbuye Health Centre II,Zf1t4djAYWx,Mbuye Health Centre II,,,366.0,2.0,116.0,16.0,35.0,45.0,13.0,7.0,20.0,24.0,10.0,14.0,23.0,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,17.0,,,35.0,,
202302,February 2023,202302,,MOH - Uganda,South Central,Mpigi District,Buwama Town Council,Mitala-Maria Health Centre III,lF4U1Yzu0Ka,Mitala-Maria Health Centre III,,,314.0,3.0,47.0,14.0,58.0,84.0,25.0,25.0,66.0,28.0,48.0,39.0,20.0,25.0,21.0,,,,,,,,,,,,,,,,1.0,,,,,,96.0,,,58.0,59.0,1.0
202302,February 2023,202302,,MOH - Uganda,Tooro,Bunyangabu District,Kyamukube Town Council,Mitandi Health Centre III,puvssItt4Qv,Mitandi Health Centre III,,,157.0,1.0,81.0,33.0,93.0,122.0,39.0,39.0,25.0,29.0,24.0,25.0,29.0,24.0,25.0,,,,,,,45.0,93.0,,,71.0,,58.0,,,,,,,,,144.0,,,93.0,45.0,32.0
202302,February 2023,202302,,MOH - Uganda,Busoga,Jinja District,Buwenge Subcounty,Muguluka Flep Health Centre II,Tjj8mXWAJKN,Muguluka Flep Health Centre II,,,421.0,28.0,,6.0,24.0,31.0,8.0,6.0,19.0,8.0,9.0,11.0,8.0,9.0,8.0,,,4.0,,,,20.0,19.0,,,1.0,,,,,,,,3.0,,35.0,,,,24.0,9.0,13.0
202302,February 2023,202302,,MOH - Uganda,North Central,Mukono District,Central Division,Mukono COU Hospital,MNzaqWsKyxO,Mukono COU Hospital,,,1362.0,203.0,244.0,87.0,163.0,446.0,122.0,113.0,276.0,177.0,177.0,192.0,162.0,138.0,158.0,,,6.0,,7.0,,,45.0,,,7.0,,12.0,13.0,,,,,1.0,,,431.0,,,163.0,,
202302,February 2023,202302,,MOH - Uganda,Bukedi,Butaleja District,Busaba Subcounty,Mulagi Health Centre III,udCPHdcVeb7,Mulagi Health Centre III,,,706.0,26.0,411.0,48.0,73.0,136.0,49.0,49.0,52.0,23.0,31.0,29.0,23.0,31.0,20.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,125.0,2.0,0.0,74.0,33.0,11.0
202302,February 2023,202302,,MOH - Uganda,North Central,Luwero District,Bamunanika Subcounty,Mulajje Health Centre III,zqfPMKhrHd1,Mulajje Health Centre III,,,239.0,31.0,,4.0,4.0,9.0,19.0,18.0,33.0,34.0,34.0,35.0,29.0,30.0,22.0,,,,,,,,,,,,,,,,,,,,,,28.0,,,4.0,97.0,110.0
202302,February 2023,202302,,MOH - Uganda,South Central,Wakiso District,Kyengera Town Council,Nabbingo Health Centre II,ac7OhvMEosK,Nabbingo Health Centre II,,,254.0,51.0,,9.0,8.0,68.0,41.0,28.0,101.0,49.0,45.0,48.0,49.0,42.0,37.0,,,,,,,,,,,,,,,,,,,,,,55.0,,,8.0,,
202302,February 2023,202302,,MOH - Uganda,Busoga,Kamuli District,Balawoli Subcounty,Nabulezi Health Centre II,tblUABgAaZA,Nabulezi Health Centre II,,,498.0,117.0,,24.0,117.0,91.0,29.0,18.0,55.0,31.0,29.0,24.0,31.0,29.0,27.0,,,21.0,,,,21.0,20.0,,,20.0,,27.0,,,,,,,,101.0,347.0,,,117.0,191.0,220.0
202302,February 2023,202302,,MOH - Uganda,North Central,Kiboga District,Muwanga Subcounty,Nabwendo Health Centre III,J64jaeaqOc6,Nabwendo Health Centre III,,,105.0,,39.0,10.0,40.0,43.0,11.0,,46.0,29.0,38.0,23.0,29.0,38.0,22.0,7.0,,,,,,4.0,5.0,,,8.0,,9.0,,,,,,,,,96.0,,,40.0,24.0,14.0
202302,February 2023,202302,,MOH - Uganda,South Central,Wakiso District,Kakiri Subcounty,Nadangira Health Centre III,TKpSl9J25U1,Nadangira Health Centre III,,,1309.0,,55.0,17.0,131.0,137.0,50.0,50.0,88.0,41.0,42.0,48.0,41.0,42.0,38.0,,,,,,,,,,,,,,,,,,,,,,135.0,,,131.0,102.0,93.0
202302,February 2023,202302,,MOH - Uganda,South Central,Masaka District,Buwunga Subcounty,Nakasojjo Health Centre III,Hv485zI15KB,Nakasojjo Health Centre III,,,408.0,12.0,96.0,7.0,32.0,63.0,12.0,1.0,17.0,17.0,17.0,18.0,17.0,17.0,14.0,330.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,57.0,,,32.0,22.0,1.0
202302,February 2023,202302,,MOH - Uganda,North Central,Kayunga District,Kayunga Town Council,Namagabi Health Centre II,q3aAGW0y5PH,Namagabi Health Centre II,,,83.0,3.0,,2.0,,20.0,20.0,,91.0,60.0,30.0,91.0,60.0,30.0,55.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,304.0,303.0
202302,February 2023,202302,,MOH - Uganda,Bukedi,Budaka District,Budaka Town Council,Namengo Health Centre III,dJd3ohZ6VTQ,Namengo Health Centre III,,,204.0,2.0,103.0,14.0,23.0,50.0,13.0,13.0,17.0,12.0,11.0,17.0,12.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,137.0,,,23.0,44.0,26.0
202302,February 2023,202302,,MOH - Uganda,Busoga,Kamuli District,Kitayunjwa Subcounty,Naminage Health Centre II,T0oqCwE0vOw,Naminage Health Centre II,,,713.0,68.0,,48.0,215.0,94.0,49.0,18.0,46.0,53.0,49.0,46.0,53.0,49.0,49.0,,3.0,5.0,83.0,34.0,,,,,,53.0,,1.0,,,,,,,,,,,,170.0,59.0,
202302,February 2023,202302,,MOH - Uganda,Busoga,Kamuli District,Kitayunjwa Subcounty,Namisambya Health Centre II,SyvXEPay46Q,Namisambya Health Centre II,,,269.0,1.0,,10.0,54.0,40.0,21.0,21.0,43.0,23.0,17.0,22.0,23.0,17.0,10.0,,,,,6.0,,38.0,66.0,,,,,,,,,,,4.0,,7.0,,,,46.0,50.0,90.0
202302,February 2023,202302,,MOH - Uganda,South Central,Wakiso District,Kakiri Subcounty,Nampunge Health Centre II,O3FdvltAUSh,Nampunge Health Centre II,,,170.0,53.0,24.0,11.0,14.0,54.0,34.0,0.0,0.0,38.0,29.0,21.0,38.0,29.0,6.0,7.0,,8.0,,,,77.0,101.0,,,,,12.0,72.0,,,,,,,177.0,57.0,,,14.0,175.0,0.0
202302,February 2023,202302,,MOH - Uganda,Busoga,Jinja District,Butagaya Subcounty,Nawampandha Health Centre II,OJAHaxY7rug,Nawampandha Health Centre II,,,328.0,15.0,,3.0,38.0,23.0,27.0,27.0,22.0,15.0,13.0,7.0,13.0,12.0,19.0,,,7.0,,,,9.0,19.0,,,,,,,,,,,,,48.0,,,,38.0,106.0,66.0
202302,February 2023,202302,,MOH - Uganda,North Central,Kayunga District,Nazigo Town Council,Nazigo Mission Health Centre II,Wt9Xc9u5KQ1,Nazigo Mission Health Centre II,,,182.0,27.0,,20.0,,80.0,44.0,38.0,64.0,48.0,44.0,37.0,39.0,40.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
202302,February 2023,202302,,MOH - Uganda,Teso,Ngora District,Ngora Town Council,Ngora Freda Carr Hospital,MNhe4FaQw7v,Ngora Freda Carr Hospital,,,807.0,30.0,312.0,34.0,146.0,122.0,72.0,,74.0,51.0,68.0,74.0,51.0,68.0,68.0,17.0,,4.0,,1.0,,8.0,93.0,,,8.0,,,1.0,,,,,6.0,,1.0,792.0,,,206.0,337.0,357.0
202302,February 2023,202302,,MOH - Uganda,South Central,Lwengo District,Kkingo Subcounty,Nkoni Health Centre III,EBmWiWJFu2L,Nkoni Health Centre III,,,791.0,4.0,114.0,20.0,10.0,106.0,25.0,25.0,11.0,20.0,26.0,11.0,20.0,26.0,22.0,6.0,,,,,,,,,,,,,,,,,,,,,94.0,,,10.0,51.0,16.0
202302,February 2023,202302,,MOH - Uganda,Tooro,Kabarole District,Ruteete Subcounty,Nkuruba Health Centre III,NPsUXWauJwy,Nkuruba Health Centre III,,,132.0,,58.0,14.0,41.0,50.0,5.0,,10.0,8.0,7.0,10.0,8.0,7.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,47.0,,,41.0,33.0,4.0
202302,February 2023,202302,,MOH - Uganda,South Central,Mpigi District,Muduuma Subcounty,Nswanjere Health Centre III,VXTxQRCiH2C,Nswanjere Health Centre III,,,627.0,32.0,36.0,9.0,27.0,34.0,8.0,,17.0,17.0,28.0,27.0,17.0,28.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,123.0,,,27.0,12.0,8.0
202302,February 2023,202302,,MOH - Uganda,South Central,Sembabule District,Ntuusi Town Council,Ntuusi Health Centre III,DWXYwCh0PuW,Ntuusi Health Centre III,,,220.0,0.0,66.0,32.0,32.0,60.0,53.0,0.0,40.0,48.0,48.0,40.0,48.0,46.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,26.0,,,32.0,90.0,13.0
202302,February 2023,202302,,MOH - Uganda,Bugisu,Mbale District,Nyondo Subcounty,Nyondo Health Centre III,vaNMmgaScuW,Nyondo Health Centre III,,,58.0,,,14.0,34.0,38.0,14.0,14.0,38.0,15.0,21.0,23.0,15.0,16.0,26.0,6.0,,,,,,7.0,3.0,,,3.0,,7.0,,,,,,,,,93.0,,,34.0,217.0,335.0
202302,February 2023,202302,,MOH - Uganda,North Central,Nakasongola District,Nakasongola Town Council,Our Lady Nakasongola Health Centre III,FWFO4gWgFSk,Our Lady Nakasongola Health Centre III,,,209.0,4.0,36.0,27.0,8.0,67.0,40.0,28.0,41.0,30.0,23.0,27.0,25.0,15.0,71.0,,,,,,,,,,,,,,,,,,,,,,104.0,,,8.0,8.0,6.0
202302,February 2023,202302,,MOH - Uganda,Tooro,Kamwenge District,Kamwenge Town Council,Padre Pio Health Centre IV,XuummkDfiEK,Padre Pio Health Centre IV,,,329.0,1.0,159.0,42.0,114.0,144.0,76.0,76.0,72.0,34.0,44.0,38.0,34.0,44.0,62.0,30.0,,,,,,,,,,,,,,,,40.0,0.0,,,,116.0,,,114.0,205.0,73.0
202302,February 2023,202302,,MOH - Uganda,Bukedi,Pallisa District,Pallisa Town Council,Pallisa Mission Health Centre III,o9Cx4B22Mu5,Pallisa Mission Health Centre III,,,254.0,,129.0,25.0,120.0,184.0,26.0,26.0,104.0,55.0,59.0,59.0,55.0,59.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,120.0,4.0,9.0
202302,February 2023,202302,,MOH - Uganda,Busoga,Jinja City,Jinja North Division,Soft Power Clinic,qCl4oiQptB0,Soft Power Clinic,,,2195.0,510.0,,,,,,,,,,,,,,,,2.0,,,,88.0,150.0,,,,,11.0,,,,,,,,11.0,1098.0,,,,506.0,
202302,February 2023,202302,,MOH - Uganda,South Central,Masaka District,Bukakata Subcounty,Ssunga Health Centre III,EJjtvQaTkx8,Ssunga Health Centre III,,,647.0,2.0,86.0,15.0,36.0,119.0,37.0,37.0,49.0,31.0,26.0,30.0,30.0,26.0,36.0,191.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,36.0,80.0,25.0
202302,February 2023,202302,,MOH - Uganda,Teso,Bukedea District,Kachumbala Subcounty,St Martha Maternity Home,CJfa9yR5Db5,St Martha Maternity Home,,,223.0,,,8.0,20.0,45.0,66.0,66.0,69.0,91.0,71.0,69.0,91.0,71.0,88.0,,,2.0,,,,19.0,24.0,,,8.0,,1.0,,,,,,,2.0,,230.0,,,20.0,232.0,83.0
202302,February 2023,202302,,MOH - Uganda,Tooro,Kyenjojo District,Butiiti Town Council,St. Adolf Health Centre II,Xdt1jdUOQm2,St. Adolf Health Centre II,,,108.0,11.0,,12.0,61.0,89.0,26.0,,31.0,38.0,42.0,33.0,45.0,40.0,27.0,,,,,,,,,,,,,,,,,12.0,,,,,55.0,,,61.0,7.0,47.0
202302,February 2023,202302,,MOH - Uganda,South Central,Lwengo District,Ndagwe Subcounty,St. Aloysius Namabaale,DYuQQTl4VFn,St. Aloysius Namabaale,,,2871.0,19.0,,9.0,,20.0,14.0,,22.0,14.0,12.0,8.0,17.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
202302,February 2023,202302,,MOH - Uganda,South Central,Kyotera District,Kasaali Town Council,St. Andrews Bkira Maria Health Centre IV,HXw8RJKyuDz,St. Andrews Bkira Maria Health Centre IV,,,1078.0,13.0,296.0,66.0,82.0,91.0,41.0,,25.0,13.0,10.0,13.0,13.0,10.0,18.0,,,,,,,,,,,,,,,,2.0,60.0,,,,,47.0,,,82.0,27.0,
202302,February 2023,202302,,MOH - Uganda,Bukedi,Tororo District,Eastern Division,St. Anthony's Hospital,iOwO7cTQKfH,St. Anthony's Hospital,,,374.0,22.0,126.0,16.0,30.0,109.0,10.0,10.0,39.0,20.0,18.0,18.0,21.0,18.0,10.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,30.0,69.0,25.0
202302,February 2023,202302,,MOH - Uganda,Bugisu,Mbale City,Industrial Division,St. Austin Mbale Health Centre II,MtE5RAbwwNx,St. Austin Mbale Health Centre II,,,176.0,6.0,,2.0,66.0,72.0,23.0,1.0,40.0,31.0,49.0,40.0,20.0,30.0,34.0,16.0,,,,,,,,,,,,,,,,,,,,,101.0,,,66.0,66.0,24.0
202302,February 2023,202302,,MOH - Uganda,North Central,Kyankwanzi District,Kyankwanzi Subcounty,St. Balikudembe Health Centre III,H461gSsRGrd,St. Balikudembe Health Centre III,,,106.0,2.0,41.0,2.0,2.0,49.0,14.0,,27.0,12.0,10.0,15.0,12.0,10.0,14.0,12.0,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,58.0,95.0
202302,February 2023,202302,,MOH - Uganda,South Central,Rakai District,Kifamba Subcounty,St. Bernard Mannya Health Centre III,a7obyfFdJ8u,St. Bernard Mannya Health Centre III,,,1798.0,161.0,220.0,34.0,39.0,164.0,29.0,29.0,44.0,35.0,30.0,23.0,36.0,49.0,20.0,,,,,,,,,,,,,,,,,34.0,,,,,110.0,,,29.0,30.0,12.0
202302,February 2023,202302,,MOH - Uganda,Teso,Amuria District,Ogolai Subcounty,St. Claire Orungo Health Centre III,jcEuyATQbMK,St. Claire Orungo Health Centre III,,,829.0,2.0,318.0,30.0,79.0,178.0,43.0,43.0,40.0,30.0,46.0,40.0,30.0,46.0,27.0,,,,,,,,,,,,,,,,,,,,,,164.0,,,79.0,65.0,6.0
202302,February 2023,202302,,MOH - Uganda,North Central,Buikwe District,Njeru Central Division,St. Francis Health Care Services Health Centre,tDnc44nKr26,St. Francis Health Care Services Health Centre,,,648.0,14.0,124.0,68.0,234.0,211.0,72.0,72.0,160.0,78.0,78.0,82.0,78.0,78.0,88.0,21.0,,,,,,,,,,,,,,,,,,,,,219.0,,,234.0,350.0,
202302,February 2023,202302,,MOH - Uganda,North Central,Nakasongola District,Migeera Town Council,St. Francis Health Centre III,ryU8AKAQAnR,St. Francis Health Centre III,,,152.0,8.0,20.0,15.0,43.0,32.0,11.0,11.0,27.0,14.0,18.0,22.0,30.0,31.0,24.0,,,,,,,,,,,,,,,,,,,,,,68.0,,,43.0,157.0,
202302,February 2023,202302,,MOH - Uganda,South Central,Mpigi District,Kituntu Subcounty,St. Francis Of Asisi Kitakyusa Health Centre III,BHcwvgx7GbR,St. Francis Of Asisi Kitakyusa Health Centre III,,,202.0,50.0,,3.0,16.0,9.0,5.0,,13.0,8.0,6.0,6.0,8.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,194.0,,,16.0,19.0,2.0
202302,February 2023,202302,,MOH - Uganda,North Central,Nakasongola District,Kakooge Town Council,St. Franciscan Health Centre,rP3cpyzkW4m,St. Franciscan Health Centre,,,505.0,76.0,98.0,30.0,49.0,81.0,37.0,24.0,29.0,32.0,27.0,36.0,33.0,24.0,27.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,49.0,17.0,
202302,February 2023,202302,,MOH - Uganda,North Central,Kassanda District,Kassanda Town Council,St. Gabriel Mirembe Maria Health Centre III,vh8cOiWZOv9,St. Gabriel Mirembe Maria Health Centre III,,,163.0,14.0,64.0,19.0,47.0,123.0,33.0,171.0,67.0,45.0,35.0,22.0,45.0,35.0,50.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,47.0,227.0,244.0
202302,February 2023,202302,,MOH - Uganda,North Central,Mubende District,Madudu Subcounty,St. Joseph Madudu Health Centre III,alZgEM25r1K,St. Joseph Madudu Health Centre III,,,99.0,0.0,70.0,14.0,58.0,71.0,32.0,,98.0,20.0,14.0,14.0,44.0,45.0,43.0,3.0,,,,,,,,,,,,,,,,,,,,,111.0,,,58.0,71.0,33.0
